# File Name: 3_AA_0915-0947.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-13 10:49:19 AM UTC
# Run End Date/Time: 2021-10-13 11:50:00 AM UTC
# Run Duration: 60 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-13 10:54:52 AM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-13 11:00:11 AM UTC
"Well","Well Position","Cycle Number","FAM","ROX"
"11","A11","25","141054.0","121547.805"
"11","A11","26","141334.47","121437.93"
"11","A11","27","141904.95","121325.016"
"11","A11","28","141980.28","121356.91"
"11","A11","29","141120.3","121358.4"
"11","A11","30","141043.7","121577.5"
"11","A11","31","142239.48","121317.734"
"11","A11","32","142193.08","121120.76"
"11","A11","33","141409.7","121179.63"
"11","A11","34","141238.34","121062.555"
"11","A11","35","142091.81","120718.69"
"11","A11","36","142630.72","120628.73"
"11","A11","37","141885.31","121100.266"
"11","A11","38","141708.64","121275.75"
"11","A11","39","142525.77","121077.484"
"11","A11","40","142531.78","120881.65"
"12","A12","1","142463.58","127326.14"
"12","A12","2","142773.8","127519.164"
"12","A12","3","143144.47","128054.625"
"12","A12","4","144378.25","128329.53"
"12","A12","5","145003.39","128629.56"
"12","A12","6","145289.81","129163.81"
"12","A12","7","145326.2","129327.95"
"12","A12","8","145452.98","129384.586"
"12","A12","9","146106.52","129422.73"
"12","A12","10","146529.22","129596.3"
"12","A12","11","146373.95","129962.67"
"12","A12","12","145878.03","130066.65"
"12","A12","13","145881.62","129900.0"
"12","A12","14","146772.61","129720.77"
"12","A12","15","146372.84","129633.914"
"12","A12","16","145993.08","129553.64"
"12","A12","17","145687.06","129716.17"
"12","A12","18","145658.44","129644.11"
"12","A12","19","146389.53","129606.3"
"12","A12","20","146638.12","129497.55"
"12","A12","21","146681.77","129563.914"
"12","A12","22","147393.06","129622.65"
"12","A12","23","147064.5","129225.95"
"12","A12","24","145412.31","129100.42"
"12","A12","25","145222.69","129418.086"
"12","A12","26","146469.02","129377.555"
"12","A12","27","146318.95","129218.61"
"12","A12","28","145956.64","129229.01"
"12","A12","29","145547.72","129522.98"
"12","A12","30","145298.78","129480.53"
"12","A12","31","145431.03","129223.47"
"12","A12","32","146393.84","129088.33"
"12","A12","33","146664.3","129166.43"
"12","A12","34","146012.16","129018.87"
"12","A12","35","145704.23","128913.84"
"12","A12","36","145695.31","128972.18"
"12","A12","37","145544.84","128575.03"
"12","A12","38","145531.34","128352.33"
"12","A12","39","145799.47","128398.97"
"12","A12","40","145944.0","129035.586"
"13","B1","1","106219.41","139202.72"
"13","B1","2","106310.43","139415.64"
"13","B1","3","106961.63","139745.66"
"13","B1","4","107101.58","139796.78"
"13","B1","5","107213.336","139939.62"
"13","B1","6","107806.16","140182.56"
"13","B1","7","107310.18","140584.36"
"13","B1","8","107152.82","140548.48"
"13","B1","9","107529.14","140477.08"
